age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,was_contacted_before,xac_suat_dong_y
34,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,2,106,1,success,1,0.9184816966368691
48,unemployed,married,secondary,no,926,no,no,cellular,15,feb,4,185,6,success,1,0.918410729287322
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,2,94,2,success,1,0.9183483393771964
42,management,married,tertiary,no,27696,no,no,cellular,11,aug,1,91,7,success,1,0.9182768712291793
39,services,single,secondary,no,91,no,no,cellular,3,sep,1,185,1,success,1,0.9182506952312477
69,retired,divorced,secondary,no,4572,no,no,cellular,27,jan,2,92,3,success,1,0.9179975919947653
27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,3,95,4,success,1,0.9176591561306608
73,retired,married,primary,no,1388,no,no,cellular,20,jul,3,190,3,success,1,0.9176551591620911
38,technician,single,secondary,no,1130,no,no,cellular,4,jun,2,98,1,success,1,0.9170939584866932
33,technician,married,secondary,no,133,no,no,cellular,12,nov,2,192,1,success,1,0.9167242280950315
46,self-employed,single,secondary,no,526,no,no,cellular,4,aug,1,96,3,success,1,0.9166399695420094
37,services,single,secondary,no,1045,no,no,cellular,4,jun,1,79,3,success,1,0.9163910430091989
32,management,single,tertiary,no,1619,no,no,cellular,17,mar,1,321,2,success,1,0.9158591256276396
32,technician,single,tertiary,no,5514,no,no,cellular,22,apr,1,182,1,success,1,0.9151795264709621
76,retired,married,tertiary,no,2991,no,no,cellular,25,jan,1,95,2,success,1,0.914875107292708
37,technician,married,secondary,no,1458,no,no,cellular,22,mar,1,326,1,success,1,0.9137639683575393
30,student,single,secondary,no,314,no,no,cellular,29,jun,1,204,6,success,1,0.9132806076646142
42,management,married,tertiary,no,1205,no,no,telephone,15,mar,1,188,2,success,1,0.9121042437883229
47,technician,married,tertiary,no,2408,no,no,cellular,12,aug,1,104,1,success,1,0.9117538897450919
68,retired,married,secondary,no,1146,no,no,cellular,3,mar,2,110,3,success,1,0.9110245148074557
29,management,single,tertiary,no,265,no,no,cellular,24,aug,2,94,1,success,1,0.9109983120127484
45,management,married,unknown,no,2724,no,no,cellular,28,jun,2,182,1,success,1,0.9109494866955097
25,student,single,secondary,no,304,no,no,cellular,30,nov,1,188,2,success,1,0.9109361974636038
27,services,single,secondary,no,302,no,no,cellular,8,jan,1,189,1,success,1,0.9106260792193578
55,admin.,divorced,secondary,no,1693,no,no,cellular,10,aug,1,102,3,success,1,0.910231103283931
55,admin.,married,secondary,no,8304,no,no,cellular,1,sep,1,92,1,success,1,0.9101950163180684
35,services,married,unknown,no,618,no,no,cellular,12,aug,1,104,1,success,1,0.9098601103606297
59,unemployed,married,secondary,no,1625,no,no,cellular,4,aug,1,180,2,success,1,0.9097550236424685
26,services,single,tertiary,no,12,no,no,cellular,15,dec,4,186,6,success,1,0.9094119255755796
69,retired,married,unknown,no,426,no,no,telephone,10,sep,2,185,2,success,1,0.909394021645729
60,technician,married,secondary,no,259,no,no,cellular,6,jul,1,386,2,success,1,0.9088579621219747
56,services,married,secondary,no,1989,no,no,cellular,3,aug,4,181,4,success,1,0.9086507744564419
33,technician,married,tertiary,no,4401,no,no,cellular,12,aug,2,104,1,success,1,0.9086461571156864
68,retired,married,secondary,no,1146,no,no,cellular,13,may,1,71,5,success,1,0.9085596526115002
24,student,single,primary,no,474,no,no,cellular,12,aug,1,104,1,success,1,0.9083445514108359
48,admin.,married,secondary,no,368,no,no,cellular,8,oct,2,140,7,success,1,0.9076309880678078
29,admin.,single,secondary,no,464,no,no,cellular,9,nov,2,91,3,success,1,0.9073453595821843
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,1,87,3,success,1,0.9072810587472614
58,management,married,tertiary,no,473,no,no,cellular,18,feb,1,262,1,success,1,0.9071937452301913
68,retired,divorced,primary,no,2027,no,no,cellular,14,sep,2,91,4,success,1,0.9071403910407497
34,technician,single,secondary,no,2085,no,no,cellular,10,aug,3,182,2,success,1,0.9059190261091513
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,2,88,1,success,1,0.905710579848884
31,admin.,single,secondary,no,410,no,no,cellular,25,oct,1,185,1,success,1,0.9055010077561764
35,technician,single,tertiary,no,670,no,no,cellular,13,apr,4,182,2,success,1,0.9053075053284364
35,technician,married,secondary,no,2779,no,no,cellular,26,apr,2,186,2,success,1,0.9052270179354092
33,student,married,secondary,no,1536,no,no,cellular,6,aug,2,178,4,success,1,0.9050164226933165
56,retired,married,tertiary,no,281,no,no,cellular,25,may,1,83,2,success,1,0.9039881758811953
77,management,married,unknown,no,1780,yes,no,cellular,23,oct,2,183,3,success,1,0.9031369515791122
54,management,married,tertiary,no,1624,no,no,cellular,12,may,3,182,10,success,1,0.9021018629254947
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,2,64,2,success,1,0.9019011709531171
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,1,181,2,success,1,0.9015583451099826
33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,2,94,1,success,1,0.9014473244281863
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,1,80,2,success,1,0.9013371967202187
29,technician,single,secondary,no,113,no,no,cellular,12,feb,2,183,4,success,1,0.9012622005590781
31,student,single,tertiary,no,64,no,no,cellular,15,sep,1,105,2,success,1,0.9005392548283274
27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,2,178,4,success,1,0.9004975500683203
61,self-employed,married,tertiary,no,10861,no,no,cellular,26,jul,2,259,3,success,1,0.9001429304056205
77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1,95,2,success,1,0.8999021179644515
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,1,95,3,success,1,0.8996541174449555
64,retired,married,primary,no,48,no,no,cellular,9,sep,3,92,1,success,1,0.8994681634797691
32,management,single,tertiary,no,312,no,no,cellular,26,may,2,98,2,success,1,0.899309743037215
36,management,married,tertiary,no,82,no,no,cellular,2,feb,1,178,4,success,1,0.8992910073387705
33,services,married,secondary,no,1697,no,no,cellular,4,may,1,182,1,success,1,0.8980513107822771
53,management,married,tertiary,no,3634,no,no,cellular,7,may,4,88,8,success,1,0.8975902556867973
54,management,married,tertiary,no,8295,no,no,cellular,2,oct,2,119,1,success,1,0.8965205886528739
55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,1,192,2,success,1,0.8963554251939112
48,management,single,tertiary,no,5689,no,no,cellular,26,may,2,103,1,success,1,0.8962448202976389
31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,1,357,3,success,1,0.8959657300605086
68,retired,married,secondary,no,1443,no,no,telephone,21,dec,2,257,1,success,1,0.8947462474193445
34,management,married,tertiary,no,2599,no,no,cellular,16,nov,1,200,2,success,1,0.8946917286962617
56,retired,married,primary,no,9367,no,no,cellular,13,aug,2,101,2,success,1,0.8946579920457539
61,retired,married,secondary,no,11,no,no,cellular,29,sep,1,92,3,success,1,0.8942378604294727
56,management,married,primary,no,870,no,no,cellular,14,may,1,179,1,success,1,0.8932625971591212
21,student,single,secondary,no,123,no,no,telephone,11,nov,1,91,1,success,1,0.8929982602323153
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,1,96,4,success,1,0.8919537709319846
27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,1,182,1,success,1,0.891514925779367
80,retired,married,secondary,no,8304,no,no,telephone,6,apr,1,118,11,success,1,0.8909673287091847
36,management,single,tertiary,no,5958,yes,no,cellular,22,sep,1,184,1,success,1,0.8908884431706536
26,technician,single,secondary,no,1231,yes,no,cellular,4,sep,1,93,7,success,1,0.8902457263554671
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,1,92,1,success,1,0.8902274874003233
76,retired,divorced,primary,no,2693,no,no,cellular,23,apr,5,184,2,success,1,0.889868083334948
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,1,91,2,success,1,0.8892102217288148
35,blue-collar,married,secondary,no,1454,yes,no,cellular,12,aug,1,182,4,success,1,0.8888714662640298
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,2,92,1,success,1,0.8879588113835483
37,technician,single,tertiary,no,197,no,no,cellular,13,may,1,87,3,success,1,0.8870585466147811
38,blue-collar,single,secondary,no,0,no,no,cellular,27,jan,1,92,4,success,1,0.8868419871468227
43,admin.,married,secondary,no,132,no,no,cellular,27,may,2,71,1,success,1,0.8840486660629755
48,housemaid,married,tertiary,no,5473,no,no,cellular,24,feb,2,184,2,success,1,0.8832148526862256
32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,2,83,2,success,1,0.8831747866141108
28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,2,33,4,success,1,0.8819105106118742
32,blue-collar,married,secondary,no,136,no,no,cellular,16,nov,1,188,3,success,1,0.8817735681906569
83,retired,married,primary,no,425,no,no,telephone,22,sep,1,92,2,success,1,0.8800344359070046
49,admin.,single,tertiary,no,228,yes,no,cellular,3,sep,2,93,2,success,1,0.8795381408046784
56,blue-collar,married,primary,no,1137,no,no,telephone,12,oct,3,102,1,success,1,0.8795343828503924
32,admin.,married,secondary,no,35,no,no,cellular,17,dec,3,126,3,success,1,0.8785112113972454
37,technician,married,unknown,no,189,no,no,cellular,1,oct,1,107,2,success,1,0.8784237926123568
35,technician,married,secondary,no,1368,no,no,cellular,13,aug,2,78,3,success,1,0.8770461128001112
50,housemaid,married,secondary,no,388,no,no,cellular,8,jun,2,89,2,success,1,0.8760063875854182
54,technician,married,secondary,no,3994,no,yes,cellular,20,oct,2,187,2,success,1,0.8730990192540924
22,student,single,tertiary,no,691,no,no,cellular,30,nov,5,103,1,success,1,0.8720279480729068
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,2,92,3,success,1,0.8707929809303474
44,admin.,married,secondary,no,132,no,no,cellular,21,dec,5,124,4,success,1,0.8692417272422968
61,management,married,tertiary,no,13546,no,no,cellular,25,jan,2,283,3,success,1,0.8691932395924556
24,technician,single,secondary,no,598,no,no,cellular,12,may,1,182,2,success,1,0.8681623161643077
40,admin.,married,secondary,no,0,no,no,cellular,28,jul,2,182,11,success,1,0.8680981769447181
51,management,single,tertiary,no,151,yes,no,cellular,8,sep,1,427,3,success,1,0.8675618173222991
49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,3,104,2,success,1,0.8674570174399264
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,3,541,3,success,1,0.867276188710854
37,management,married,tertiary,no,393,yes,no,cellular,12,aug,2,104,2,success,1,0.8650421947891462
30,management,married,tertiary,no,314,no,no,cellular,19,nov,2,175,2,success,1,0.8646604802647544
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,1,92,3,success,1,0.8634575295318583
75,retired,married,secondary,no,291,no,no,cellular,12,aug,1,182,2,success,1,0.8620600177573707
46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,1,97,1,success,1,0.8615398687193898
63,housemaid,married,secondary,no,2,no,no,cellular,4,feb,2,93,1,success,1,0.8605346412448727
54,blue-collar,divorced,primary,no,4401,no,no,telephone,13,may,1,183,2,success,1,0.8603807570326271
70,retired,married,primary,no,2346,no,no,cellular,24,aug,3,194,2,success,1,0.85994721536583
41,self-employed,single,tertiary,no,1616,no,no,telephone,28,jan,1,184,7,success,1,0.8593995652913665
59,management,married,tertiary,no,2239,no,no,cellular,20,aug,6,90,1,success,1,0.8588245676194525
44,self-employed,married,unknown,no,163,yes,no,cellular,12,aug,1,100,3,success,1,0.8581022319967689
63,management,married,tertiary,no,2785,no,no,cellular,2,aug,2,392,3,success,1,0.857165056427255
78,retired,married,unknown,no,4807,no,no,telephone,3,feb,2,104,4,success,1,0.8559089015253051
31,admin.,married,secondary,no,35,no,no,cellular,13,aug,2,105,1,success,1,0.8557106079950381
27,unemployed,single,tertiary,no,77,no,no,cellular,12,jul,4,77,1,success,1,0.8554084276204054
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,1,103,1,success,1,0.8548210014779143
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,1,99,5,success,1,0.8544407349527162
29,technician,single,secondary,no,590,no,no,cellular,27,aug,1,94,1,success,1,0.8532754869134842
24,technician,married,secondary,no,556,yes,no,cellular,8,feb,1,94,4,success,1,0.852719888318381
24,admin.,single,tertiary,no,0,yes,no,cellular,7,sep,1,103,2,success,1,0.851962085187009
37,management,single,tertiary,no,62,yes,no,cellular,2,aug,2,272,8,success,1,0.8511623704140086
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,2,184,2,success,1,0.8509491118438632
58,management,married,secondary,no,2155,no,yes,cellular,11,aug,2,182,7,success,1,0.8496181097500519
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,1,311,4,success,1,0.8485967546119916
41,management,divorced,tertiary,no,3426,no,no,cellular,1,oct,1,119,5,success,1,0.8483080185118907
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,2,92,5,success,1,0.8475852377749353
26,admin.,single,tertiary,no,760,yes,no,cellular,6,sep,2,186,7,success,1,0.8471459858596314
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,1,194,1,success,1,0.8469653745965346
45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,5,285,2,success,1,0.84680288367066
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,1,197,1,success,1,0.8464604460817224
34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,3,251,3,success,1,0.8458639968436117
61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,1,92,1,success,1,0.8429633883936367
49,management,married,tertiary,no,1,no,no,telephone,13,aug,2,101,4,success,1,0.8412504363333662
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,3,89,1,success,1,0.8402679897708468
60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,1,92,1,success,1,0.8396068572950047
31,admin.,married,secondary,no,4457,yes,no,cellular,16,apr,1,146,4,success,1,0.8389575698234587
79,retired,divorced,primary,no,2787,no,no,telephone,13,jul,1,377,1,success,1,0.8382980884447272
58,technician,married,secondary,no,589,yes,no,cellular,10,feb,3,183,6,success,1,0.8371011749422597
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,nov,1,186,1,success,1,0.83581091282628
28,management,single,tertiary,no,616,yes,no,cellular,7,oct,1,503,2,success,1,0.8347574165019073
40,management,married,tertiary,no,2763,yes,no,cellular,2,jul,1,395,2,success,1,0.8344896735420336
36,technician,single,secondary,no,1228,yes,no,cellular,14,aug,2,102,3,success,1,0.8335131938943288
70,retired,married,primary,no,3782,no,no,cellular,16,mar,1,0,0,unknown,0,0.8328866058616168
38,technician,divorced,secondary,no,902,yes,no,cellular,14,aug,1,102,4,success,1,0.8322050480839097
31,technician,married,tertiary,no,3338,yes,no,cellular,24,jun,2,185,2,success,1,0.831879582078678
35,management,married,tertiary,no,0,yes,no,cellular,11,nov,2,96,3,success,1,0.8306387152131665
83,retired,married,tertiary,no,4761,no,no,telephone,9,jun,2,93,1,success,1,0.8289614464138461
49,management,married,tertiary,no,1093,yes,yes,cellular,15,sep,1,246,4,success,1,0.8283585771714808
76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,2,187,3,success,1,0.8265073240392126
75,retired,married,primary,no,1413,no,no,cellular,1,sep,2,188,2,success,1,0.8230322944882927
46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,2,369,2,success,1,0.8211317946637429
37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,1,193,1,success,1,0.8192220855263451
25,student,single,tertiary,no,293,no,no,cellular,12,apr,1,0,0,unknown,0,0.8186973077997789
66,retired,married,tertiary,no,2820,no,no,cellular,5,mar,2,0,0,unknown,0,0.8186075093474724
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,1,50,3,success,1,0.8157409227065628
25,management,single,tertiary,no,943,no,no,cellular,30,apr,1,0,0,unknown,0,0.8149183433523991
36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,1,374,1,success,1,0.8115842175859125
29,management,single,secondary,no,703,yes,no,cellular,16,nov,1,550,2,success,1,0.8113307161596821
47,technician,married,secondary,no,57,no,no,cellular,5,may,1,342,1,success,1,0.811003346321949
63,retired,married,tertiary,no,1795,no,no,cellular,7,sep,1,0,0,unknown,0,0.8086944389159839
23,technician,single,secondary,no,283,yes,no,cellular,22,sep,1,184,2,success,1,0.8085761802117085
57,retired,married,secondary,no,3738,yes,no,cellular,19,apr,1,367,7,success,1,0.808041244555789
26,admin.,single,tertiary,no,760,yes,no,cellular,4,mar,2,281,5,success,1,0.8061975479052834
31,management,married,tertiary,no,877,no,no,cellular,9,jun,1,93,7,other,1,0.8058600258774016
86,retired,married,primary,no,1817,no,no,cellular,16,mar,3,0,0,unknown,0,0.8042230668227038
56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,1,192,4,success,1,0.8037247956134759
29,management,single,tertiary,no,2753,no,no,cellular,30,apr,1,0,0,unknown,0,0.8005807042533049
27,student,single,tertiary,no,3687,no,no,cellular,8,apr,2,0,0,unknown,0,0.7998761141242028
25,student,single,secondary,no,1868,no,no,cellular,26,oct,1,103,2,other,1,0.7995325606319923
30,admin.,single,tertiary,no,41,yes,no,cellular,15,feb,4,186,2,success,1,0.7986142443837712
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,2,182,3,success,1,0.7985648359559291
65,retired,married,primary,no,3629,no,no,cellular,27,apr,1,0,0,unknown,0,0.7976571258646871
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,1,90,7,success,1,0.7976434389903422
28,management,single,tertiary,no,223,yes,no,cellular,1,jun,1,278,3,success,1,0.7970384763422551
30,admin.,single,secondary,no,265,yes,no,cellular,25,may,1,181,2,success,1,0.7969522502623306
32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,1,99,2,success,1,0.7965341576538754
55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,1,181,3,success,1,0.7962949171221836
20,student,single,secondary,no,1819,no,no,cellular,9,apr,3,0,0,unknown,0,0.7962233053892362
26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,1,0,0,unknown,0,0.795936539251784
43,services,married,primary,no,2557,yes,no,telephone,15,oct,3,183,5,success,1,0.7949973082649195
26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,2,0,0,unknown,0,0.7930304773032333
25,student,single,unknown,no,839,no,no,cellular,15,mar,1,181,2,other,1,0.7927107550720907
34,management,married,tertiary,no,4859,no,no,cellular,30,apr,1,37,1,other,1,0.7918409044619942
62,retired,married,primary,no,383,no,no,cellular,10,sep,1,0,0,unknown,0,0.7915906202805071
38,admin.,married,secondary,no,755,yes,no,cellular,25,may,1,97,1,success,1,0.7914449737377679
50,technician,married,tertiary,no,2611,no,no,cellular,12,may,1,387,2,success,1,0.7906416011331685
62,retired,married,secondary,no,569,no,no,cellular,4,aug,1,1,8,success,1,0.7905070750649414
73,retired,married,primary,no,253,no,no,cellular,20,apr,1,0,0,unknown,0,0.7896895041769036
64,technician,married,tertiary,no,1319,no,no,cellular,12,mar,2,0,0,unknown,0,0.7894369647428691
64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,1,0,0,unknown,0,0.7889086749356657
34,management,married,tertiary,no,520,yes,no,cellular,17,apr,1,248,4,success,1,0.7879767597134922
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,jun,2,91,12,success,1,0.7877487076339682
28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,3,95,3,other,1,0.7851778762382974
26,student,single,tertiary,no,193,no,no,cellular,3,apr,2,0,0,unknown,0,0.784079206381313
24,technician,single,secondary,no,139,no,no,cellular,14,apr,1,0,0,unknown,0,0.7832750812306783
38,unemployed,married,tertiary,no,2812,yes,no,cellular,3,nov,1,187,1,success,1,0.7826991383808678
62,retired,married,primary,no,1084,no,no,cellular,14,apr,1,0,0,unknown,0,0.782117306308735
78,retired,married,primary,no,14204,no,no,cellular,26,oct,1,183,1,other,1,0.7817069117291681
30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,1,167,3,success,1,0.780217207570621
38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,4,239,7,success,1,0.779643379757072
25,blue-collar,single,secondary,no,1857,yes,no,cellular,12,oct,1,91,12,success,1,0.7791917445959325
74,retired,married,primary,no,4286,no,no,cellular,30,sep,1,0,0,unknown,0,0.7788122315915467
36,technician,single,secondary,no,27,yes,no,cellular,9,feb,1,260,2,success,1,0.7786093185387454
24,student,single,primary,no,1283,no,no,cellular,2,apr,2,0,0,unknown,0,0.7777035282622319
58,technician,married,secondary,no,3399,no,no,cellular,26,may,1,97,7,other,1,0.7766542254735685
57,unemployed,divorced,primary,no,282,no,no,cellular,22,oct,1,88,4,other,1,0.7756525662941597
83,retired,married,tertiary,no,4761,no,no,telephone,8,mar,1,0,0,unknown,0,0.7752485602258778
34,management,divorced,tertiary,no,2466,no,no,cellular,2,jun,1,281,5,other,1,0.7736097293138243
74,retired,divorced,primary,no,2308,no,no,telephone,16,sep,2,535,2,success,1,0.7728941785204083
24,student,single,secondary,no,689,no,no,cellular,8,sep,1,0,0,unknown,0,0.7718123038130238
78,retired,married,primary,no,301,no,no,cellular,7,sep,2,0,0,unknown,0,0.7715771612491316
31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,apr,1,182,1,success,1,0.771299078312694
32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,1,85,2,success,1,0.7701674219913233
